block,phase,fair,price_on,price_off,kappa,trend,d,lp_on,lp_off,cum_lvr_on,cum_lvr_off,cum_noise_on,lp_vf,cum_lvr_vf,cum_noise_vf
1013,2,1964710000000000065536,1967582435297397474388,1967592299142981672426,0,2,59151264951788071,6136805048337441370048464,6115811264746965190091697,193910046999139309656213,205765674253315009753413,2601132414994703326191,6127828563041490098323437,193803838306852314660169,2776652211800081894556
1014,2,2023089999999999934464,2025530876331638018252,2025539257682010593221,0,2,195903448567547805,6227312555122880911547221,6206009145063482834839964,194512531386460503527870,206365881189439963230005,2601132414994703326191,6218237159022334321667530,194373469047053723861524,2778031632533594586655
1015,2,2007209999999999934464,2011210765699717677643,2011224506020558792575,0,1,421385738730579164,6202826084712232412806376,6181606455314109100214289,194576542881119746172215,206429731818879701051786,2601132414994703326191,6193801503725054994975401,194424888948048180787324,2780757856072083769860
1016,2,1983369999999999934464,1978543449648308681034,1978526911864833602126,0,1,315320397331500092,6165881523164195752314495,6144788290095148626068780,194726304531705157183802,206579127472796522649574,2601132414994703326191,6156931035019292940806183,194557231133608150148437,2783765029885923373556
1017,2,1993440000000000000000,1989336398597259245616,1989322333961843968608,0,1,93703871932377696,6181513158886447839805557,6160366441676955587891808,194769778142277578408307,206622548974120626887625,2601132414994703326191,6172552208459982270928690,194591041557597708958841,2786401765253120528814
1018,2,1954000000000000000000,1959422591820701271883,1959441218936089797217,0,1,149696553144589777,6120060000278493105627513,6099123529931843581275789,195015513890132398026535,206867250894445443930084,2601132414994703326191,6111211784032388117506024,194815831797722370350883,2789592990499442448708
1019,2,1939790000000000065536,1944002408201308330513,1944016876037696033304,0,1,43857221915765911,6097763787304519694727813,6076903575849722720110338,195092808649459043688890,206944426736372165904115,2601132414994703326191,6088962054049727136392617,194881428587906238756483,2792129773160724253491
1020,2,1972220000000000131072,1971634966598736893462,1971632958798189797553,0,1,133365287671405584,6148521095036136477454170,6127487220507259312513619,195252419633326229377896,207103327445178494828880,2601132414994703326191,6139662247295629641226415,195024832526666600950930,2792459819047294959372
1021,2,1941430000000000065536,1946457260451712558609,1946474528764893135348,0,1,52958887027976477,6100342438755020282293892,6079473416185895805915073,195434166054062102590644,207284428223732655534036,2601132414994703326191,6091573042271516987243819,195189066356688736456247,2795350579225211854757
1022,2,1947800000000000000000,1951717901400543997213,1951731357191804668722,0,1,104716096041152849,6110340094806115411242817,6089436856802496148191888,195434529273842672552081,207284780947268416219827,2601132414994703326191,6101556808480230340625344,195189066356688736456247,2795496833960953794741
1023,2,2047430000000000065536,2040204075265969363359,2040179336695508565033,0,1,65303425118646821,6264669917284696119280290,6243238768272381605493384,197229481460160942985508,209073077480989869479456,2601132414994703326191,6255718101795698200070687,196984694313532157410422,2799088006501513844097
1024,2,2043980000000000131072,2050263913480173405748,2050285500931331238236,0,1,369467609642656113,6259387176832356788067949,6237974083352720604162800,197232156545428228524665,209075778494639551778922,2601132414994703326191,6250449961312572982517664,196984718965494244968130,2803507496851289431986
1025,2,2027440000000000000000,2031774096099910477247,2031788981756538487214,0,1,401353124261024295,6234006290342286163874959,6212679997836390114687256,197329811896661246951378,209173282927320748255152,2601132414994703326191,6225122495103176531757648,197067861306958361821355,2806271277653243575870
1026,2,2008710000000000065536,2003209000816566994567,2003190156427828734929,0,1,262965209549602805,6205146114074865688300403,6183918566829283766338070,197430908903221392817538,209274163436757177826637,2601132414994703326191,6196320540807944948607328,197155134901185994636875,2809560735640317458581
1027,2,1996190000000000065536,1992123992104132984360,1992110056088503423405,0,1,68875904327714151,6185775396055483491592113,6164614097426276883912839,197440435242550442635511,209283606367081234569908,2601132414994703326191,6176984113552901325844617,197160401018174781320491,2812022672558987755260
1028,2,1961120000000000000000,1958002384942231423433,1957991695886583736103,0,1,1848715424582469,6131196075945866121914399,6110221482526200224688199,197629001118509786919265,209471359582356030413721,2601132414994703326191,6122501189066196504349787,197331585514195366611912,2813746475517690269610
1029,2,1969059999999999868928,1975014799080289319955,1975035255651352599284,0,1,196571496258459875,6143600304687050307008697,6122583311500433577896112,197653355795732335072966,209495678023179901342688,2601132414994703326191,6134897845073640414974859,197349366198816654015610,2817215384438843379241
1030,2,1986240000000000000000,1989232831380238971115,1989243108777099899075,0,1,73230361922596732,6170338194436274352131204,6149229695891150104570375,197678130253316693020383,209520277567593406292530,2601132414994703326191,6161605749927554065780877,197367862008330349844910,2818866596863332313734
1031,2,1983059999999999868928,1986552756834248328463,1986564751741692138502,0,1,24824865348668737,6165397453342678578594996,6144305861269846892294067,197685574453030651406239,209527720986553758240743,2601132414994703326191,6156677021893195556877789,197372095847428851818059,2820677040584462488735
1032,2,1961220000000000131072,1956374910896257586992,1956358310053948597954,0,1,4530961297277722,6131355141844932173575686,6110380023093894016525777,197811815379880877989971,209653648453912749139057,2601132414994703326191,6122696411105351264123284,197486852202909376432313,2822849220671655539717
1033,2,2006660000000000131072,2011077001297691696572,2011092171936938601357,0,1,205600051122753675,6201976875658233811378456,6180760155988277956507762,198311130802875749688980,210151588557118623856947,2601132414994703326191,6193244870127483098486584,197961078211424429541414,2824937315348969072286
1034,2,2055010000000000196608,2059292836493309764339,2059307545899062380562,0,1,164722730309062803,6276249335518258204719390,6254778529989069624434171,198677514673362148544753,210516464171087904714553,2601132414994703326191,6267441024241000517936905,198301361588659591102322,2827398585107886641759
1035,2,2150809999999999934464,2142177193112554291462,2142147648779073016563,0,1,362610694935666283,6420884900699482122467205,6398919367567925837727752,200195045940189545043444,212028307163558240499332,2601132414994703326191,6411938018980776210758758,199758429988042865295860,2832974465706060085581
1036,2,2178929999999999934464,2184502651266128716468,2184521792808435520251,0,1,564689399038425744,6462714588511361996296003,6440605904697919550645769,200428821516548175628771,212261660926656844231176,2601132414994703326191,6453742638288286306969553,199963472715449747149170,2837294093488365982531
1037,2,2127530000000000196608,2133178307853429177208,2133212814853039210957,5305504708241475,1,632630563368549699,6386056309673869667272152,6364187448196291780422561,200986297905717303993285,212817598701726578813834,2623615541927627878030,6377217630813575103538303,200475195347719698863382,2841866051883164211799
1038,2,2120480000000000000000,2119951932409795300107,2119950118178375346947,0,1,334803195784187115,6375461233884016815284962,6353628586937558795022296,201014706583147777659318,212846063711948013967885,2623615541927627878030,6366648135532544047474206,200493211002860981989629,2842305268120975629095
1039,2,2105719999999999737856,2102763466471543994180,2102753317824812759482,0,1,263846661625888287,6353235206362922662589506,6331478682443412630839706,201050739939548003147130,212881964548804349026523,2623615541927627878030,6344465689524525821171142,200518590698519067012173,2844516786346197142844
1040,2,2138179999999999868928,2132590388630208649904,2132571219140321810864,0,1,168216740755146975,6402019890386744495263546,6380096331074995184966440,201273992528920846546944,213104581212726063053889,2623615541927627878030,6393211285933393346307881,200717112376727293089834,2848370246977676944403
1041,2,2087340000000000131072,2082612750219708453280,2082596533910577886041,0,1,279225691718460194,6325449495923416838442586,6303788140765558990552385,201637683588548787262977,213466723061401107363041,2623615541927627878030,6316779672767062639363428,201049689944331150725502,2851545636065454582164
1042,2,2074600000000000000000,2070538748467419414690,2070524813564080369044,0,1,11764883423716839,6306115355854060626607084,6284520202981044262751687,201649397221875924479906,213478349469949320020350,2623615541927627878030,6297480910957125289643358,201055563964898735451646,2854513804323446296774
1043,2,2073300000000000131072,2070564937877357530860,2070555548856576838436,0,1,45784119669109948,6304137603103101184693125,6282549211669597646040378,201650796815592595601730,213479758393761904522740,2623615541927627878030,6295509507092769727554898,201055563964898735451646,2856322021449521953441
1044,2,2084070000000000065536,2092078928692971642525,2092106475842896550656,0,1,45631906219426600,6320500431612324516460154,6298856076227697760709468,201684189516485057519894,213513083180752528136282,2623615541927627878030,6311862011795208992062248,201081345627212113703516,2860757108392320187776
1045,2,2082929999999999934464,2090145746787167383486,2090170563397429989570,0,1,82729759501423384,6318769343762765888988309,6297130901541319365997274,201699361036342944120099,213528293731821191322076,2623615541927627878030,6310142179803458537065192,201091550620006929422544,2864654698147078112796
1046,2,2051389999999999803392,2055075193093244776247,2055087862034423914058,0,1,68922935446193597,6270740192866485803181468,6249266178135538415719128,201973939551558593446097,213802279249131633407072,2623615541927627878030,6262198351200474449905975,201347886368136201998939,2866400964301172015754
