block,scenario,fair,price_on,price_off,kappa,trend,d,lp_on,lp_off,cum_lvr_on,cum_lvr_off,cum_noise_on
704,5,3300380742391738145392,3225720105509415944633,3312838613331411074003,46464680451110635,1,801838198391376763,6548151185121564841597604,6293227268382258975239558,103317774480336804158753,160222758654460815577097,104028150117807881128512
705,5,3334686694135999076946,3219337602655206433533,3327707361858461968745,46951582146077581,1,812587682799759525,6582684550878711840872885,6325842571841394532159987,103317774480336804158753,160256924978232995317442,104136180447943899165707
706,5,3375635960710299015736,3379508112613691066192,3383442198307413457707,42801091379970020,1,747124992262397788,6625509424496607492900654,6364564836648236796092561,103317774480336804158753,160419615263791183111916,104289628857835459696876
707,5,3392774794662752604234,3359808740535523763118,3372150757717618387778,50000000000000000,1,879967815186674878,6642385767620765612267009,6380726913534412626516628,103317774480336804158753,160425666848503981810730,104326388385971820957267
708,5,3407896837247806437619,3344782686128790033246,3391920288289378827998,42628233169364805,1,742220492176439882,6657383761943285124629206,6394918905205206995257633,103317774480336804158753,160514546890382391950356,104431470696887660848231
709,5,3437816628334506562022,3340578894073496220518,3433256873086627679042,36392962166710965,1,627904420788006836,6686940312984007699590291,6422913490592361937625516,103317774480336804158753,160659579229147119663711,104489053091973088804489
710,5,3467423472013708675768,3454325715425460287289,3454894923795473178734,16392962166710965,1,591285519346981558,6716029025452588477880699,6450520751200668449219456,103448389473036796967088,160738645586890744640546,104490432346814992621428
711,5,3498721692705638485315,3443509112611779967141,3487243355861367794059,36392962166710965,1,766265724436296158,6746472880577544974661565,6479565853978857821365812,103448389473036796967088,160867347703225222203006,104557529778310777048640
712,5,3522659183810029680160,3442839844404452661293,3521938211403373192964,44886471757850585,1,681956399157916523,6769742886673770149529323,6501685216041218891576352,103448389473036796967088,160950328021022606870570,104565003198994532961360
713,5,3537476588847983955945,3423970229171370741115,3517019352545690275479,42224492307972772,1,675759506130221644,6784422231454798032554627,6515372287392918583308981,103448389473036796967088,160966110779981762785712,104815971471260804912914
714,5,3555289752841944203904,3436868234747973130656,3569128236349281774955,22224492307972772,1,482688472353144379,6801697663534102674255480,6531740809372847439094066,103448389473036796967088,161061744534837883482561,104815971471260804912914
715,5,3584104430610308627417,3592011717129383888640,3592523269710654945352,2224492307972772,1,529085900965009108,6828399181744715111797663,6558148546220226911281459,104789367735350423499295,161076117640225216405484,104824164550068857123082
716,5,3644600849867869404844,3651706520248830334927,3652706048385130870571,22224492307972772,1,796713894686578652,6886425439637463528988549,6613264258570130025734311,104789367735350423499295,161247344554418110328940,104905003883370009666632
717,5,3661756723002457123488,3637490215302498606376,3646893911465351802098,42224492307972772,1,839324396818833510,6902649181793901820820927,6628820588529747829241318,104789367735350423499295,161252419167161918089461,104922925231861795526217
718,5,3697305448947314508001,3658763901306227128579,3720147919059207155757,44249453680720075,1,731932215734960734,6936589207514438691560802,6660937333416498691980656,104789367735350423499295,161409343254354792921848,105214146644269772417056
719,5,3724519977706721394668,3681876637530547003517,3749387814598323478352,46608966966289922,1,758303491267559545,6962614991917925188010843,6685412069626460708938126,104789367735350423499295,161410496116008764559734,105540305192516001617746
720,5,3762615382238594755251,3683830631143276766700,3764724646951487444042,49356649935258095,1,786636429290673038,6998454862910297484916826,6719478263387749947322008,104789367735350423499295,161420913412008227127239,105567134789969955275631
721,5,3826751788572598646962,3706494504586184233776,3851395094131060522966,47298787530307832,1,789238460281836017,7058879110689186910229881,6776540009946085374646497,104789367735350423499295,161647121724305957084074,105678630932393313904031
722,5,3852419727260649085659,3686962054139844383883,3830868079274637799344,49909961954397695,1,820815159410999929,7083316700310319459467140,6799220577542213654131997,104789367735350423499295,161647181862800193261880,106037839075322487128800
723,5,3887456364873591205482,3894398896290191911847,3898102036703311945707,29909961954397695,1,567866328513175157,7116736857610765350602664,6830048579483537183045369,104789367735350423499295,161830758712444468271186,106173530769689580653966
724,5,3933973754980463965007,3875743188743469369727,3914241268153598734282,49909961954397695,1,845607427106629223,7159385918427782911134774,6870806611032741711814900,104789367735350423499295,161902825271525904857781,106259345124298567864719
725,5,3951057705617716049433,3900234824100570058572,3977401107658001206358,43498412214785883,1,724092642696636011,7175368615221434667451699,6885725517751773349047516,104789367735350423499295,161978261071956184506262,106542697566089772564068
726,5,4011652518609896407591,3920427165707191959853,4033500264430481924917,46247851857701810,1,750978128882060623,7230950463356723219567146,6938312852776495282934413,104789367735350423499295,162042027858079424524371,106720803497955849028855
727,5,4029588975344728773398,3914227595509505410841,4022857071757867566890,48051065256318738,1,773585440158776909,7247382501565755955954388,6953783250857985390350657,104789367735350423499295,162042845998741933741801,106799387067160523238401
728,5,4056013535422096290008,3937024157869554644412,4080746772567624275624,44232229970313755,1,713974832296224719,7271623670689360471485797,6976575961490169620662039,104789367735350423499295,162101601821912412088930,106900405315744887649419
729,5,4114640288935968759711,4092375934273540573288,4095851020522125950180,46571506376953918,1,752178899473359782,7327006698229995149109794,7026801694111678319173277,104789367735350423499295,162161695177064343501729,106907979795467505328006
730,5,4148544460638381548550,4095360508943536079847,4151758234456509894029,50000000000000000,1,882698334998660352,7357326432696825824484643,7055674382422286398603773,104789367735350423499295,162305812862925322212168,106958438940607241906212
731,5,4226943269632418021428,4092812955917808804006,4224157885369320498329,48107529488946431,1,884135244957547883,7427330853602732762936520,7122030942476017333018793,104789367735350423499295,162592566834971473635400,106994947697789029463535
732,5,4300478592405525267044,4317464037081891695514,4323804996926122247555,45088986267461543,1,859828550605138901,7495368024445041154619762,7183740017445774609720591,104789367735350423499295,162880491032752276958361,107420904248960961834608
733,5,4340452701892931206403,4339725123690163832211,4364342028675547336435,50000000000000000,1,941223140617755150,7530605722827178731568200,7217050970824599863589050,104789367735350423499295,162893813214779920512528,107864348889511598111249
734,5,4395102760813375958600,4317099956438081017523,4371045916118366973438,50000000000000000,1,945061054140514800,7578169568193218277733482,7262343308698390814396802,104789367735350423499295,162938593755944965262352,107988449329934177478714
735,5,4452197110896079307930,4333422064162177050938,4469875746293161806091,43144049914711415,1,796061882949542711,7627941640665852724924646,7309348472404805567363863,104789367735350423499295,163247771858230796007556,108083569846972349286650
736,5,4536319351738887519171,4534601672899541948484,4539389477852222509944,43788778648030500,1,809248371902541715,7702918898760291531941471,7378064681888029674604096,104789367735350423499295,163448567298505334599556,108136979767889163309085
737,5,4579039630347563831731,4546333222915812991803,4591664122442449560000,50000000000000000,1,903266859859883083,7739410693619001192548139,7412730920174758174157337,104789367735350423499295,163518648842154741825565,108344195285475622480886
738,5,4628466281811901792601,4536066223076776856698,4617456080423366563558,49653147716878760,1,906545171315246282,7781414138332532604462683,7452628673316630033194724,104789367735350423499295,163578017447287416808636,108422627149878535670331
739,5,4659427324101730944735,4506890609095938574723,4627723982415712445676,45269100027832787,1,838398800511790181,7808081091467216477060846,7477551702491665789766259,104789367735350423499295,163654547682088658478833,108757633740445426024577
740,5,4732261797874410616629,4728928597612839046913,4733361910937221626903,37391855291967163,1,630482007427427396,7871430373929668288742225,7535724407218417103442338,104789367735350423499295,164124584744422743466482,108773615655205186197616
741,5,4786360470739439660285,4743819258291148965785,4802411347410135318943,50000000000000000,1,820065132899461292,7916692876611458265860096,7578686336508118486801188,104789367735350423499295,164242034737030757150755,109017005911305344319862
742,5,4813106245168346379482,4716988252902602245518,4784468894976416460573,50000000000000000,1,827305417077383172,7939105672780063266472258,7599854549069469279332108,104789367735350423499295,164246735644418005973654,109178332911821497129735
